loss,val_loss
0.00442726384499,0.00363545931643
0.00474492558627,0.0352997904993
0.00528656401904,0.00588878293871
0.00447952289949,0.00475492301746
0.00490267881658,0.0095505440631
0.00545759980683,0.00851448430563
0.00516578108654,0.00600389521336
0.00469166457187,0.00322324560839
0.0054136337759,0.00853758664685
0.00479521171888,0.00469388406724
0.00456097683753,0.00408971971832
0.00437357532908,0.00596400189796
0.00527347294381,0.00751640279894
0.00451941836975,0.00516387231066
0.0046570588171,0.00781654973398
0.00425721478881,0.00342805922905
0.00529056324624,0.00322721908451
0.00447439822485,0.00298229351407
0.00419620064436,0.00379971045535
0.00436086336966,0.0036903810082
0.00448340598959,0.00282507562777
0.00465122294961,0.0113816069847
0.0040126868675,0.00438508588588
0.00512498268974,0.00556095947511
0.00426840272848,0.00420814902056
0.00462424808764,0.00964904114604
0.00414104159572,0.00804179743747
0.0039760409866,0.00423933710903
0.00446344927186,0.00553859353648
0.00458993535489,0.00427724844078
0.00487283375114,0.00372024402721
0.00431303781806,0.00645064862561
0.00395505879889,0.00293405539356
0.00474806362414,0.00295121964125
0.00433438712382,0.00340062503237
0.00428774580942,0.00321967012482
0.00461434311816,0.00456735799788
0.00410160447471,0.00402301473194
0.00513870065799,0.00308309896616
0.00425462416373,0.00474897171953
0.00417985542794,0.0026617640967
0.00390258273343,0.00344848226989
0.00409089210443,0.00291738726548
0.00476950351265,0.00460494883358
0.00430675399955,0.00367540201521
0.00405509849079,0.00356996279559
0.00410490808776,0.00315668177791
0.0047285738599,0.00308782708598
0.00441665332648,0.00494707757141
0.00449255738058,0.00272468474228
0.00428064625827,0.00487796571921
0.00331196769839,0.00374147543684
0.00346779648447,0.00269141320023
0.00413261718058,0.00305992518086
0.00372454347555,0.00297796997009
0.00442547790357,0.00244127456332
0.00411912299576,0.00333212687401
0.003727155386,0.00379061466083
0.00367891086964,0.00457929738797
0.00377028406598,0.00426548442105
0.00417506315163,0.0049314832082
0.00367917671218,0.00529158281628
0.00375155388494,0.00318364933715
0.00360125566251,0.00273777347989
0.00366091014119,0.00317060217494
0.00426098900149,0.00305460327538
0.00422718014568,0.00468496240443
0.00421681707259,0.00409602805506
0.00430942591629,0.00513382632402
0.00369656951516,0.00369606670691
0.00413246443961,0.00680318217259
0.00385376494727,0.00468611499527
0.00405627331813,0.00367585214321
0.00396455317037,0.0022937610955
0.00386568568298,0.0111858312902
0.00391407652176,0.0037574428902
0.00437871490954,0.00256860007532
0.00376844044076,0.00337561611668
0.00355930666439,0.00288955891156
0.00377151569119,0.00289982943097
0.00360905330046,0.00285202770261
0.0040171895118,0.00298667409807
0.00473618312739,0.00314020725549
0.00342562812613,0.00360127492342
0.00378278617864,0.00319673408754
0.00338870805106,0.00617464348907
0.00400923547801,0.00324533438543
0.00338050376391,0.00335896226345
0.00379886454204,0.00291697887471
0.0037127510237,0.00434267818928
0.00330729783745,0.00285812730552
0.00364845334785,0.00395307388389
0.0040433758439,0.00316772462509
0.00389043612871,0.00377308003255
0.0031604920933,0.00304133404046
